FLORACODE,KEY,SOURCE,SURVEYNAME,SIGHTINGDATE,DATEACCURACY,OBSERVER,NUMOBSERVED,MUSEUMHERBMNR,RELIABDESC,AMGZONE,EASTING,NORTHING,LATITUDE,LONGITUDE,SPRELIABCODE,NSXCODE,SPECIES,FAMILYNAME,COMNAME1,SIGHTINGCOMM,HABITATCOMM,LOCATIONCOMM,RESERVENAME,ISINDIGENOUSFLAG
RVPO28405-125176,RVPO28405-125176,RV,,7/12/99,D,WARD M.J. Mathew | O'CONNOR P.J. Patrick,present but not counted,,501-1000m,54,393228,5902948,-37.01358336,139.7997993,P,G00311,Lagurus ovatus,GRAMINEAE,Hare's Tail Grass,Collected using the DEWNR Roadside Vegetation Survey Methodology,Grassland dominated by alien species,Kingston-Robe RD 3.4 km NNE of Mount Benson,,N
OPP930500-18,OPP930500-18,OP,BDBSA RESERVES DATABASE,1/1/94,Y,BEAUMONT K. Karin,present but not counted,,251-500m,54,479720,5913130,-36.92764,140.77229,Y,M02214,Eucalyptus baxteri,MYRTACEAE,Brown Stringybark,,,,1235 (HA),Y
RVPO18883-76744,RVPO18883-76744,RV,,28/9/99,D,PLAYFAIR R.M. Roger | OBST C.S. Chris | TELFER S. Sarah,present but not counted,,501-1000m,54,277789,6111605,-35.11389818,138.5617225,P,M01862,Oxalis pes-caprae,OXALIDACEAE,Soursob,Collected using the DEWNR Roadside Vegetation Survey Methodology,Eucalyptus microcarpa / E. leucoxylon +/- Allocasuarina verticillata Woodland,Bains RD 1.3 km SSW of Woodcroft (suburb centre),,N
RVPU66304-84827,RVPU66304-84827,RV,,11/9/02,D,SMYTH J. John | O'CONNOR H. Hazel,present but not counted,,,,,,,,P,Z20203,Xanthorrhoea semiplana ssp.,LILIACEAE,Yacca,Collected using the DEWNR Roadside Vegetation Survey Methodology,Eucalyptus lansdowneana / Allocasuarina verticillata +/- E. diversifolia Woodland or Mallee,Fishery Bay RD,,Y
SUP14712-16,SUP14712-16,SU,COASTAL DUNE & CLIFFTOP,23/9/96,D,FOTHERINGHAM D.G. Doug | SANDERCOCK R.K. Ron,present but not counted,,51-100m,54,312887,6060699,-35.57975,138.93496,Y,K00577,Ficinia nodosa,CYPERACEAE,Knobby Club-rush,,,375m from coast hollow on longitudinal dune ridges 200m from GOO00402. Don't rely on drawing. Just up from shell midden and over ridge uphill and central to two ridges.,Coorong (NP),Y
RVPO59274-251088,RVPO59274-251088,RV,,1/10/02,D,PLAYFAIR R.M. Roger | HORGAN M.A. Melissa,present but not counted,,51-100m,54,266587,6357167,-32.89882815,138.5045298,P,M00218,Hordeum glaucum,GRAMINEAE,Blue Barley-grass,Collected using the DEWNR Roadside Vegetation Survey Methodology,Grassland dominated by native species, RD 1.1 km NNE of Mount Raphael (summit),,N
SUP10103-16,SUP10103-16,SU,FLINDERS MANAGEMENT REVIEW,8/8/87,D,GREENWOOD G. Graeme | PITTS B. Brenda,present but not counted,,,54,258673,6565579,-31.01872,138.47201,Y,K01385,Convolvulus remotus,CONVOLVULACEAE,Grassy Bindweed,,,,,Y
OPP965507-1,OPP965507-1,OP,BUFFEL GRASS - SOUTHERN 2/3RDS OF AW NR,11/8/16,D,A M-Y ENVIRONMENTAL SERVICES  AMY E,101 - 500,,5-50m,53,434155,6799699,-28.92894,134.32444,Y,C05369,Cenchrus ciliaris,GRAMINEAE,Buffel Grass,Follow up spray Treatment = Sprayed ChemicalUsed = Glyphosate/Flupropanate,,Mabel Creek Pastoral Station,,N
RVPU30855-30912,RVPU30855-30912,RV,,26/5/00,D,CLARK P.D. Peter | HIGGINS G.M. Graeme | REED D. Des,present but not counted,,251-500m,54,402179,6118543,-35.0711293,139.9270955,P,A10596,Lomandra sp.,LILIACEAE,Mat-rush,Collected using the DEWNR Roadside Vegetation Survey Methodology,Eucalyptus incrassata Mallee,Tailem Bend to Loxton RAIL 3.6 km ENE of Karoonda,,Y
RVPU46797-57364,RVPU46797-57364,RV,,13/11/01,D,CLARK P.D. Peter,present but not counted,,501-1000m,54,290445,6225890,-34.08681282,138.7287213,P,C04893,Dianella revoluta var. revoluta,LILIACEAE,Black-anther Flax-lily,Collected using the DEWNR Roadside Vegetation Survey Methodology,Eucalyptus odorata Low Open Forest,Mitchells/Klems (96) RD 3.6 km ESE of Undalya,,Y
OPP377398-56,OPP377398-56,OP,DEWNR FIRE MANAGEMENT RAMBLE OBS,13/11/08,D,PICKETT M.I. Marcus,present but not counted,,501-1000m,54,298519,6128595,-34.96517,138.79315,Y,E10950,Austrostipa sp.,GRAMINEAE,Spear-grass,,,Filsell Hill A09 Prescribed Burn; Incident Number 200810021,Kenneth Stirling (CP),Y
OPP738566-2-PENDING,OPP738566-2-PENDING,OP,MORIALTA CP VEGETATION CHANGE,3/2/17,D,ANDERSON J. Jacynta,10,PENDING,5-50m,54,290594,6135604,-34.90041,138.70817,Y,E05342,Eucalyptus leucoxylon ssp. leucoxylon,MYRTACEAE,South Australian Blue Gum,Specimen lodged at the Adelaide Herbarium.,,,Morialta (CP),Y
RVPO36273-158767,RVPO36273-158767,RV,,7/11/00,D,TELFER W.R. Wendy,present but not counted,,1-10km,54,284001,6287856,-33.52708391,138.6740938,P,E02546,Echium plantagineum,BORAGINACEAE,Salvation Jane,Collected using the DEWNR Roadside Vegetation Survey Methodology,Exotic and native Grassland ( Stipa sp.  Danthonia sp.),Yakilo Olives RD 1.7 km NW of Sheoak Hill (summit),,N
OPP501361-6,OPP501361-6,OP,WEED DISTRIBUTION DATABASE -SE,23/9/10,D,BUSH REPAIRS CONTRACTORS B.R.C. Bus,present but not counted,,No entered,54,467663,5886107,-37.1709,140.63575,Y,M02046,Rhamnus alaternus,RHAMNACEAE,Blowfly Bush,Weed Data Management - Treatment = Chemical.,,,Mary Seymour (CP),N
SUP14580-15,SUP14580-15,SU,COASTAL DUNE & CLIFFTOP,2/9/96,D,MURFET D.E. Denzel | TAPLIN R.L. Rosemary,present but not counted,,5-50m,53,693779,6054532,-35.63404,137.14005,Y,M04790,Senecio pinnatifolius (NC),COMPOSITAE,Variable Groundsel,,,Approx 50m in from cliff edge. Sheer cliffs with vertical bedding rock wave cut platforms below approx 500m round coast cliff tops west from house smooth texture more calcareous outcrop.,481 (HA),Y
OPP958979-107,OPP958979-107,OP,DEWNR FIRE MANAGEMENT RAMBLE OBS,27/10/19,D,PICKETT M.I. Marcus,Present but not counted,,251-500m,54,294700,6116400,-35.07429,138.74834,Y,K15173,Hibbertia devitata,DILLENIACEAE,Smooth Guinea-flower,0,see other comments,Boundary Track (Mt Bold) FIMS ID 703 (5.5 km NW of Echunga),,Y
SUP3524-16,SUP3524-16,SU,MURRAY MALLEE,19/7/90,D,GILLEN J.S. Jake | LANG P.J. Peter,present but not counted,,5-50m,54,356840,6108444,-35.15674,139.42821,Y,Q10160,Caladenia sp.,ORCHIDACEAE,Spider-orchid,,,10.26 km N from Tailem Bend.,841 (HA),Y
SUP17268-54448-AD148582,SUP17268-54448-AD148582,SU,NORTH WESTERN EYRE PENINSULA,19/10/99,D,KENNY S.D. Sue | WHITEROD D. David,present but not counted,AD148582,51-100m,53,550675,6243485,-33.9479,135.5484,Y,C00141,Austrostipa exilis,GRAMINEAE,Heath Spear-grass,,,Start at Mitchell Phone Exchange (corner of Harris - Mitshan and Koolidie Roads). Take Koolidie Rd N. 2.9 km from intersection pass 'Ukurrie' on right. Continue N 5 km take left fork (N). 1.2 km from fork gate. Koolidierun 600 m N of gate. Take left (W) track. From gate 2.6 km to clearing at 2.8 km,603 (HA),Y
OPP489552-1,OPP489552-1,OP,SAMDB NRMB PEST OPS,6/9/11,D,SA MURRAY DARLING BASIN NRM  SAMDB,present but not counted,,5-50m,54,336548,6092970,-35.29311,139.20244,Y,Q01556,Acacia cyclops,LEGUMINOSAE,Western Coastal Wattle,SITE STATUS = Active.Source = Ranges to River.Source = Creation Care.Single plant,,,,Y
RVPO57499-244809,RVPO57499-244809,RV,,18/4/02,D,BATEMAN T.V. Teresa,present but not counted,,251-500m,54,285154,6193106,-34.38115299,138.6632626,P,C02553,Heliotropium europaeum,BORAGINACEAE,Common Heliotrope,Collected using the DEWNR Roadside Vegetation Survey Methodology,Exotic grassland,Ronan RD 3.2 km SSW of Hamley Bridge,,?
RVPO95463-430970,RVPO95463-430970,RV,,11/5/12,D,DICKSON C.R. Cath | CARR C. Chris,present but not counted,,251-500m,54,488737,5939414,-36.69085148,140.8739184,P,S02833,Scabiosa atropurpurea,DIPSACACEAE,Pincushion,Collected using the DEWNR Roadside Vegetation Survey Methodology,Allocasuarina luehmannii Woodland,Crinocle TRAC 7.7 km WNW of Frances,,N
RVPE36853-2,RVPE36853-2,RV,,8/11/00,D,TELFER W.R. Wendy,present but not counted,,101-250m,54,264274,6278559,-33.60668074,138.4593888,P,Q01572,Acacia hakeoides,LEGUMINOSAE,Hakea Wattle,Collected using the DEWNR Roadside Vegetation Survey Methodology,Stipa sp. Tussock Grassland,White Hill RD 2.5 km ENE of Fullers Hill (summit),,Y
RVPO818-2235,RVPO818-2235,RV,,14/5/97,D,CARRUTHERS S.M. Sandy | STOKES A.L. Adrian,present but not counted,,251-500m,54,441362,5970643,-36.4076004,140.3460138,P,M02230,Eucalyptus fasciculosa,MYRTACEAE,Pink Gum,Collected using the DEWNR Roadside Vegetation Survey Methodology,Eucalyptus arenacea / E. fasciculosa woodland with heath understorey,Keith - Desert Camp RD 1.7 km SSW of Willalooka,,Y
SUP15911-26,SUP15911-26,SU,COASTAL DUNE & CLIFFTOP,17/9/97,D,KENNY S.D. Sue | OPPERMANN A.M. Alison,present but not counted,,51-100m,53,704410,6135258,-34.90455,137.23728,Y,M01270,Threlkeldia diffusa,CHENOPODIACEAE,Coast Bonefruit,,,From COR00102 walk approximately 120 degrees to near cliff. Last crest before cliff edge of prominent strata ends in trees to the north west Melaleuca shrubland.,,Y
SUP17927-80005-AD154623,SUP17927-80005-AD154623,SU,SOUTHERN MT LOFTY,25/9/00,D,TAPLIN R.L. Rosemary | TUCKER P. Peter,present but not counted,AD154623,5-50m,54,301050,6157003,-34.70968,138.8276,Y,W03627,Allocasuarina muelleriana ssp. muelleriana,CASUARINACEAE,Common Oak-bush,,,Enter S section of Para Wirra Recreation Park via gate to Ruins Track 500 m W of Bassnet Road junction with Humbug Scrub Road. Go thru gate & turn R for 50 m to multi-stemmed Pink Gum. Site is 25 m in perpendicular to boundary track in E. goniocalyx / E. fasciculosa Woodland with Tall Heathland.,Para Wirra (CP),Y
OPP527447-28,OPP527447-28,OP,MOKOTA CP VEGETATION MONITORING,30/10/13,D,ROBERTSON M.A. Meg | O'MALLEY P. Pam,present but not counted,,5-50m,54,310165,6285747,-33.55106,138.95521,Y,C01189,Maireana enchylaenoides,CHENOPODIACEAE,Wingless Fissure-plant,Present in 10 subquadrats.,,Mokota Conservation Park northern slopes off White Hill Road,Mokota (CP),Y
RVPU72844-104327,RVPU72844-104327,RV,,28/10/03,D,PRATT L.C. Liam,present but not counted,,1-10km,54,263747,6191545,-34.39055851,138.4301996,P,M00146,Austrostipa nodosa,GRAMINEAE,Tall Spear-grass,Collected using the DEWNR Roadside Vegetation Survey Methodology,Mixed Grassland contains introduced and native spp.,Broster RD 1.1 km ENE of Calomba,,Y
RVPE71727-2,RVPE71727-2,RV,,2/10/03,D,BIRCHMORE N.J. Neal,present but not counted,,1-10km,54,269505,6184940,-34.45135947,138.4909956,P,K01617,Acacia sclerophylla var. sclerophylla,LEGUMINOSAE,Hard-leaf Wattle,Collected using the DEWNR Roadside Vegetation Survey Methodology,Acacia notabilis +/- Acacia spp. +/- Senna artemesioides nothossp. or ssp. Shrubland,Hill RD 2.3 km WSW of Mallala,,Y
SUP15389-40,SUP15389-40,SU,UPPER MID NORTH,16/10/96,D,GRAHAM K.L. Kate | BURGESS G.K. Gavin,present but not counted,,5-50m,54,242812,6450500,-32.05249,138.27605,Y,Q02680,Solanum ellipticum (NC),SOLANACEAE,Velvet Potato-bush,,,Site located on east aspect of gully and approx 1.0km from KAN00201. GPS location 243195 6450100.,,Y
SUP6001-8,SUP6001-8,SU,OFFSHORE ISLANDS,17/4/82,D,ROBINSON A.C. Tony | STORR R.F. Robin,present but not counted,,101-250m,53,372329,6407972,-32.45811,133.6416,Y,C15065,Gramineae sp.,GRAMINEAE,Grass Family,,,34km S from Thevernard.,Nuyts Archipelago (WA),Y
SUP3824-1,SUP3824-1,SU,MURRAY MALLEE,13/7/90,D,GILLEN J.S. Jake | CANTY P.D. Peter,present but not counted,,5-50m,54,496718,6152860,-34.76641,140.96414,Y,Q02240,Eucalyptus incrassata,MYRTACEAE,Ridge-fruited Mallee,,,7.5 km NE from Moonah Bore.,,Y
OPP798603-74,OPP798603-74,OP,BDBSA RESERVES DATABASE,6/12/88,D,ASHMAN G.W. Glyn | LANG P.J. Peter,present but not counted,,501-1000m,54,275984,6071592,-35.47396,138.531,Y,C03785,Cullen australasicum,LEGUMINOSAE,Tall Scurf-pea,,**Birds** No information on file**Rem** 10% (Hd of Encounter Bay)**Environmental Association**=12% (Bob Tiers=3.2.5),Area Y on GRO 430/1992,768 (HA),Y
RVPU96892-171359,RVPU96892-171359,RV,,23/7/14,D,NEW B.D. Bill | EDWARDS J.S. Jeff,present but not counted,,251-500m,53,746417,6163791,-34.63819347,137.688283,P,E10106,Avena sp.,GRAMINEAE,Oat,Collected using the DEWNR Roadside Vegetation Survey Methodology,Revegetation non-local / exotic tree spp. over native species,Gregor RD 4.4 km ENE of Koolywurtie,,N
SUP17272-42005,SUP17272-42005,SU,NORTH WESTERN EYRE PENINSULA,16/9/99,D,HEARD L.M.B. Lee | BOYLE M.A. Maureen,present but not counted,,5-50m,53,461279,6346991,-33.01485,134.58543,Y,Y00136,Austrostipa elegantissima,GRAMINEAE,Feather Spear-grass,,,Travelling SE along Flinders Highway turn left at silos into Woorong Boolong Rd. Travel for 2.8 km from silos to 'Witera Farm' entrance on left. Travel along road for 4.3 km to grid. From grid travel further 1.9 km to cockies gate. Travel further past second gate for 2.3 km to site. From track walk,688 (HA),Y
OPP456861-1,OPP456861-1,OP,AMLR HISTORICAL NRMB WEEDS,23/6/08,D,GRAY C. C.,present but not counted,,No entered,54,272738,6105412,-35.16856,138.50464,Y,M02662,Lycium ferocissimum,SOLANACEAE,African Boxthorn,,,,,N
SUP29823-254567,SUP29823-254567,SU,YUDNAPINNA AND LAKES,29/3/07,D,JAY J. Justin | LANG P.J. Peter,present but not counted,,5-50m,53,656034,6488189,-31.7311,136.64704,Y,U32322,Atriplex vesicaria,CHENOPODIACEAE,Bladder Saltbush,,,Site located on main Oakden Hills - Mahanewo Mail Road east of Lake McFarlane causeway on north side of road toward clump of Alectryon oleifolius.,,Y
SUP318-4,SUP318-4,SU,RARE RODENTS PROJECT,13/10/92,D,BRANDLE R. Robert,present but not counted,,51-100m,54,285723,7343177,-24.00897,138.89345,Y,K02177,Frankenia serpyllifolia,FRANKENIACEAE,Thyme Sea-heath,,,1.7km NNW from Twelve Mile Water Hole.,,Y
SUP9697-7,SUP9697-7,SU,FLINDERS MANAGEMENT REVIEW,20/9/84,D,BARRATT R.R. Rick | TYNAN R.W. Roger,present but not counted,,,54,272922,6540579,-31.24694,138.61553,Y,E03002,Calotis hispidula,COMPOSITAE,Hairy Burr-daisy,,,,,Y
RVPU77616-114025,RVPU77616-114025,RV,,8/2/04,D,SUTHERLAND R.L. Robyn | TELFER S. Sarah,present but not counted,,101-250m,54,456071,6211651,-34.23529855,140.5229898,P,A01892,Roepera apiculata,ZYGOPHYLLACEAE,Pointed Twinleaf,Collected using the DEWNR Roadside Vegetation Survey Methodology,Senna artemisioides ssp. Mixed Shrubland,Barmera - Monash RD 3.2 km WNW of Monash,,Y
SUP9573-10,SUP9573-10,SU,FLINDERS MANAGEMENT REVIEW,18/4/86,D,GRANFIELD L. N/A | TYNAN R.W. Roger,present but not counted,,,54,284422,6551979,-31.14634,138.73865,Y,W01507,Rhagodia spinescens,CHENOPODIACEAE,Spiny Saltbush,,,,,Y
RVPU40615-47253,RVPU40615-47253,RV,,9/3/01,D,CLARK P.D. Peter | HIGGINS G.M. Graeme,present but not counted,,101-250m,53,519570,6357875,-32.91718283,135.2092973,P,U20070,Enchylaena tomentosa var.,CHENOPODIACEAE,Ruby Saltbush,Collected using the DEWNR Roadside Vegetation Survey Methodology,Eucalyptus oleosa Mallee,Eyre Highway HWY 6.8 km WNW of Yaninee,,Y
OPP798151-95,OPP798151-95,OP,BDBSA RESERVES DATABASE,17/4/92,T,HODDER M.W. Mike,present but not counted,,1-10km,54,486497,5945916,-36.63221,140.84896,Y,Z02435,Leucopogon woodsii,EPACRIDACEAE,Nodding Beard-heath,,**Birds** Red-tailed Black Cockatoo Black-chinned Honeyeater Peregrine Falcon Southern Whiteface recordedE. leucoxylon woodland over a wetland understorey (C. rugulosus M decussata L. juniperinum) is restricted to Hds of Geegeela and Beeamma in S.A,GEEGEELA : 22 25 Two blocks on GRO separated only by minor road reserve.,Geegeela (CP),Y
RVPE57379-1,RVPE57379-1,RV,,17/4/02,D,STOREY J.D. James | BATEMAN T.V. Teresa,present but not counted,,501-1000m,54,314174,6184522,-34.46413883,138.9768387,P,Z02215,Eucalyptus behriana,MYRTACEAE,Broad-leaf Box,Collected using the DEWNR Roadside Vegetation Survey Methodology,Bare Ground Built areas and Watercourse,Moppa South RD 2 km WNW of Nuriootpa,,Y
RVPO80071-359267,RVPO80071-359267,RV,,28/7/04,D,POUND L.M. Leanne | OBST C.S. Chris,present but not counted,,501-1000m,54,422137,6121299,-35.04801906,140.1462319,P,C04577,Asparagus asparagoides (NC),LILIACEAE,Bridal Creeper,Collected using the DEWNR Roadside Vegetation Survey Methodology,Eucalyptus dumosa Mallee,Sandalwood Marama RD 9.1 km ESE of Borrika,,N
SUP14453-29,SUP14453-29,SU,LAKE EYRE SOUTH,23/7/96,D,BADMAN F.J. Frank,present but not counted,,51-100m,53,707199,6747934,-29.38076,137.13492,Y,S01193,Maireana georgei,CHENOPODIACEAE,Satiny Bluebush,,,6.5km E from Emerald Spring. Photopoint approx. 100m of temporary track. Six pits left in at Line A and Line B.,,Y
SUP29805-254181,SUP29805-254181,SU,YUDNAPINNA AND LAKES,28/3/07,D,KENNY S.D. Sue | CROFT T.S. Tim,present but not counted,,5-50m,53,695050,6473537,-31.85723,137.06161,Y,A06328,Euphorbia drummondii (NC),EUPHORBIACEAE,,,,From Stuart Highway travel north to Parking Bay on left hand side and take track to Lake Dutton and site YUD00701 in Dutton Dam Paddock. Continue along track bearing south to east-west fenceline. Follow track along fenceline of Oakden Hills southern boundary to gate. Turn south through the gate for,,Y
OPP799644-151,OPP799644-151,OP,BDBSA RESERVES DATABASE,8/11/98,D,MURFET D.E. Denzel | TAPLIN R.L. Rosemary,present but not counted,,1-10km,53,663640,6275475,-33.648,136.76464,Y,Q04352,Goodenia willisiana,GOODENIACEAE,Silver Goodenia,,,,Middlecamp Hills (CP),Y
OPP784450-10,OPP784450-10,OP,KATARAPKO FLOODPLAIN VEGETATION SURVEY,17/3/17,D,ARMSTRONG D.M. David,1,,5-50m,54,458179,6200114,-34.33943,140.54532,Y,Y20068,Dysphania glomulifera ssp.,CHENOPODIACEAE,Red Crumbweed,,,Katarapko Floodplain,Murray River (NP),Y
RVPO35072-153839,RVPO35072-153839,RV,,9/11/00,D,MILNE S.J. Stephen | TELFER S. Sarah,present but not counted,,1-10km,53,410054,6441255,-32.161581,134.0460784,P,K03913,Avena barbata,GRAMINEAE,Bearded Oat,Collected using the DEWNR Roadside Vegetation Survey Methodology,Grassland/Herbland dominated by alien species,Pt Lincoln-Thevenard  0.4 km SSE of Mudamuckla,,N
RVPE35340-1,RVPE35340-1,RV,,1/11/00,D,TELFER W.R. Wendy,present but not counted,,1-10km,54,270690,6347280,-32.98879547,138.5458996,P,A04208,Bursaria spinosa ssp. spinosa,PITTOSPORACEAE,Sweet Bursaria,Collected using the DEWNR Roadside Vegetation Survey Methodology,Exotic Grassland and Herbland,Wudlanowie RD 4.9 km SSE of Tarcowie,,Y
OPP984544-25,OPP984544-25,OP,SA WATER LAND MANAGEMENT PLANS,27/7/18,D,CROFT T.S. Tim | TELFER S. Sarah,Present but not counted,,5-50m,54,288900,6141557,-34.84642,138.69114,Y,U06326,Cynodon dactylon var. dactylon,GRAMINEAE,Couch,Open woodland of exotic and non-local indigenous trees over exotic herbs and grasses,,P2,,N
RVPO94534-426755,RVPO94534-426755,RV,,3/5/12,D,DICKSON C.R. Cath | CARR C. Chris,present but not counted,,251-500m,54,465140,5882860,-37.20007922,140.6071736,P,Q32144,Eucalyptus camaldulensis ssp. camaldulensis,MYRTACEAE,River Red Gum,Collected using the DEWNR Roadside Vegetation Survey Methodology,Eucalyptus camaldulensis var. camaldulensis Woodland,Spence-Cole RD 12.2 km WSW of Bool Lagoon,,Y
OPP845758-7,OPP845758-7,OP,RIVER TORRENS LINEAR PARK WEED SURVEY,19/7/13,D,ENVIRONMENTAL BIODIVERSITY SERVICES | BROWN T. Tonia | EVERITT A. N/A,present but not counted,,No entered,54,291169,6139956,-34.86132,138.71554,Y,W00123,Piptatherum miliaceum,GRAMINEAE,Rice Millet,Infestation Description (patch no. individuals) =Patch; Weed Type = LARGE PATCH; Risk to asset? (Y/N) = YES; Priortisation Rating = LT,,Coordinates taken from start; LGA = Tea Tree Gully; MAP ID = 547; Management Unit = TT7,,N
RVPU24857-23706,RVPU24857-23706,RV,,27/11/99,D,CLARK P.D. Peter | HIGGINS G.M. Graeme,present but not counted,,501-1000m,53,481880,6317529,-33.28113608,134.8054139,P,M10194,Cassytha sp.,LAURACEAE,Dodder-laurel,Collected using the DEWNR Roadside Vegetation Survey Methodology,Eucalyptus brachycalyx +/- E. diversifolia +/- E. yalatensis Mallee,Flinders HWY 8 km WNW of Talia,,Y
OPP478748-1,OPP478748-1,OP,KANGAROO ISLAND WEEDS REGISTER,14/4/10,D,STRONG M. Mathew,present but not counted,,5-50m,53,699968,6019208,-35.95106,137.21718,Y,E32026,Asparagus asparagoides f.,LILIACEAE,Bridal Creeper,Juvenile.,,,,N
OPP798517-9,OPP798517-9,OP,BDBSA RESERVES DATABASE,19/7/83,D,INNS R. Robert,present but not counted,,1-10km,54,380856,6042344,-35.75572,139.68214,Y,S05101,Eucalyptus leptophylla (NC),MYRTACEAE,Narrow-leaf Red Mallee,,**Rem** 20%**Environmental Association** = 16% (2.2.11),P/L STRAWBRIDGE : 32,597 (HA),Y
SUP11535-52912,SUP11535-52912,SU,ANANGU PITJANTJATJARA LANDS,9/5/94,D,GILLEN J.S. Jake | PRESCOTT A.M. Ann,present but not counted,,5-50m,52,643524,7068396,-26.49767,130.44016,Y,Q00200,Aristida contorta,GRAMINEAE,Curly Wire-grass,,,8.4 km NW from Mt Kintore.,,Y
RVPO23473-101549,RVPO23473-101549,RV,,24/11/99,D,OBST C.S. Chris | TELFER S. Sarah,present but not counted,,251-500m,54,317187,6162309,-34.66487327,139.0048519,P,U03706,Lolium rigidum,GRAMINEAE,Wimmera Ryegrass,Collected using the DEWNR Roadside Vegetation Survey Methodology,Mixed Grassland dominated by alien grass species,Tungali/Cowell RD 6 km SSE of Pewsey Vale,,N
OPP441788-11,OPP441788-11,OP,MURRAY MALLEE 2012 LAF FIELDWORK,24/10/12,D,MCCALLUM M. Melissa | CROFT T.S. Tim,present but not counted,,5-50m,54,397788,6143098,-34.84931,139.88196,Y,M00138,Austrostipa hemipogon,GRAMINEAE,Half-beard Spear-grass,,Eucalyptus socialis ssp. + E. leptophylla Mallee over Triodia scariosa and a diverse shrub layer.,,517 (HA),Y
